DBN,School Name,School Type,Total Student Response Rate,1a. Most of the teaching staff at my school expect all students to work hard.,,,,1b. Most of the teaching staff at my school encourage me to keep trying on challenging work.,,,,1c. Most of the teaching staff at my school give me regular and helpful feedback on my work.,,,,1d. Most of the teaching staff at my school give me extra help when I need it.,,,,1e. Most of the teaching staff at my school are teaching me the organizational skills and work habits (like note-taking and keeping track of assignments) that I need to succeed in school.,,,,1f. Most of the teaching staff at my school make me excited about learning.,,,,1g. Most of the teaching staff at my school expect me to continue my education after high school.,,,,2a.  Most adults at my school that I see every day know my name or who I am.,,,,2b.  Most adults at my school care about me.,,,,2c.  Most adults at my school help keep me on track to be promoted to the next grade and to graduate.,,,,2d.  Most adults at my school help keep me on track for college or career.,,,,"3. If you are a student in grades 9-12, ANSWER this question.  If you are a student in grades 6-8, SKIP this question.  
There is an adult who is helping me plan for my next steps after graduation (career planning, college selection and application process, financial aid process, etc.)",,,,"4a. At my school…
 I need to work hard to get good grades.",,,,"4b. At my school…
I keep trying when school work is challenging.",,,,"4c. At my school…
I can do well if I put my mind to it.",,,,"4d. At my school…
I can become a better student if I work hard.",,,,"4e. At my school…
I feel welcome.",,,,"4f. At my school…
I am safe in my classes.",,,,"4g. At my school…
I am safe in the hallways, bathrooms, locker rooms, and cafeteria.",,,,"4h. At my school…
I am safe on school property outside the school building.",,,,"4i. At my school…
there are clear consequences for breaking the rules.",,,,"4j. At my school…
there is an adult whom I trust and can go to for help with a problem.",,,,"4k. At my school…
there is a person or program that helps students resolve conflicts.",,,,"5a.  At my school…
students with disabilities are included in all school activities (lunch, class trips, etc.).",,,,,"5b.  At my school…
most adults treat all students with respect.",,,,,"6a. Most students at my school…
treat each other with respect.",,,,"6b. Most students at my school…
treat adults with respect.",,,,"6c. Most students at my school…
respect students who get good grades.",,,,"7a.  My school…
is kept clean.",,,,"7b.  My school…
offers a wide enough variety of programs, classes and activities to keep me interested in school.",,,,"7c.  My school…
offers opportunities for me to be physically active before, during and after school.",,,,"8f. During this school year, how often have your teachers asked you to…
use computers (laptops, tablets, desktops, etc.) during the school day to complete a task or assignment, such as typing up responses, online research or computer-based exercises?",,,,"9a. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I have taken one or more classes in…",,,,,,"9b. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I was offered but did NOT take a class in...",,,,,,"9c. This question is about activities that you do during class time. 
(Please mark all that apply.)
During this school year, I was NOT offered a class in…",,,,,,"10a. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, I participated in the following activities before or after school or during free periods…",,,,,"10b. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, the following activities were offered before or after school or during free periods but I did NOT participate…",,,,,"10c. This question is about activities that you do outside of class time. 
(Please mark all that apply.)
During this school year, the following activities were NOT offered to me before or after school or during free periods…",,,,,"11a. How often is the following true?
At my school students drink alcohol, use illegal drugs, or abuse prescription drugs while at school.",,,,"11b. How often is the following true?
At my school students get into physical fights.",,,,"11c. How often is the following true?
At my school students harass or bully other students.",,,,"11d. How often is the following true?
At my school students harass or bully each other based on differences (such as race, color, ethnicity, national origin, citizenship/immigration status, religion, gender, gender identity, gender expression, sexual orientation, disability or weight).",,,,"11e. How often is the following true?
At my school there is gang activity.",,,
14K610,Automotive High School,HS,44%,32%,55%,10%,3%,34%,53%,11%,2%,23%,59%,15%,3%,33%,56%,9%,2%,27%,60%,9%,3%,13%,47%,29%,11%,38%,49%,7%,6%,37%,51%,11%,1%,18%,57%,19%,6%,32%,57%,9%,1%,30%,55%,13%,2%,26%,45%,24%,5%,48%,41%,10%,1%,27%,58%,15%,0%,61%,36%,3%,0%,59%,35%,5%,1%,21%,57%,16%,6%,23%,55%,17%,5%,22%,48%,22%,8%,21%,47%,24%,9%,32%,53%,11%,4%,36%,43%,14%,7%,28%,52%,15%,6%,18%,36%,5%,2%,39%,15%,44%,15%,10%,17%,9%,37%,37%,17%,7%,38%,40%,15%,13%,47%,24%,16%,13%,56%,24%,8%,20%,53%,21%,5%,24%,59%,11%,5%,35%,40%,21%,4%,21%,0%,17%,5%,82%,53%,20%,13%,12%,12%,6%,8%,52%,60%,52%,54%,4%,19%,8%,3%,7%,2%,61%,20%,12%,14%,12%,32%,47%,49%,49%,47%,11%,44%,36%,12%,8%,6%,56%,24%,14%,20%,47%,20%,13%,31%,39%,16%,14%,21%,36%,18%,24%
14K614,Young Women's Leadership School of Brooklyn,MS/HS,91%,75%,23%,1%,1%,58%,38%,3%,1%,37%,58%,5%,0%,44%,49%,6%,1%,50%,47%,3%,0%,8%,55%,29%,8%,72%,26%,1%,1%,46%,42%,10%,1%,29%,58%,10%,3%,55%,42%,2%,1%,51%,42%,6%,1%,56%,36%,5%,4%,78%,22%,0%,0%,39%,52%,8%,1%,70%,29%,1%,0%,75%,24%,1%,0%,31%,57%,9%,3%,40%,54%,5%,1%,32%,54%,11%,3%,32%,51%,14%,3%,50%,43%,6%,1%,44%,40%,12%,5%,41%,49%,7%,4%,49%,28%,2%,1%,20%,24%,44%,17%,7%,7%,6%,50%,35%,10%,6%,42%,39%,13%,18%,55%,22%,5%,9%,44%,30%,17%,29%,45%,19%,7%,36%,51%,8%,5%,43%,38%,17%,2%,11%,48%,4%,5%,86%,83%,10%,9%,8%,20%,6%,5%,73%,41%,80%,67%,6%,7%,21%,29%,6%,13%,36%,48%,57%,15%,53%,55%,22%,14%,72%,23%,7%,85%,14%,1%,0%,7%,78%,12%,2%,27%,51%,18%,4%,50%,38%,8%,5%,90%,6%,3%,1%
14K632,Frances Perkins Academy,HS,86%,42%,51%,6%,1%,43%,51%,4%,1%,37%,55%,6%,2%,48%,47%,3%,2%,34%,58%,7%,2%,18%,50%,24%,8%,55%,39%,3%,3%,58%,36%,4%,1%,33%,58%,6%,3%,50%,45%,5%,1%,41%,49%,7%,3%,40%,46%,10%,4%,39%,50%,9%,2%,34%,61%,4%,0%,55%,44%,1%,0%,54%,43%,3%,0%,29%,57%,9%,5%,32%,53%,11%,4%,27%,53%,16%,4%,24%,51%,18%,8%,32%,57%,11%,1%,36%,54%,4%,5%,29%,53%,13%,4%,29%,42%,4%,3%,22%,34%,52%,5%,3%,6%,23%,38%,27%,12%,20%,44%,23%,14%,22%,47%,22%,9%,23%,51%,16%,10%,21%,47%,18%,14%,34%,43%,15%,9%,30%,54%,15%,1%,67%,1%,3%,18%,82%,48%,8%,16%,14%,13%,5%,10%,14%,63%,68%,47%,2%,15%,26%,4%,6%,13%,48%,17%,11%,12%,18%,34%,22%,48%,49%,38%,16%,56%,30%,8%,5%,15%,54%,16%,14%,29%,45%,12%,14%,36%,43%,8%,13%,52%,29%,11%,8%
14K685,El Puente Academy for Peace and Justice,HS,83%,53%,42%,4%,1%,48%,49%,3%,0%,41%,57%,3%,0%,52%,45%,3%,0%,37%,59%,4%,0%,19%,52%,23%,6%,61%,32%,5%,2%,61%,34%,5%,0%,33%,53%,11%,2%,47%,44%,8%,1%,41%,46%,7%,6%,32%,47%,13%,8%,60%,38%,2%,0%,33%,55%,11%,1%,65%,33%,2%,1%,67%,32%,1%,0%,40%,50%,9%,2%,44%,49%,5%,1%,47%,46%,6%,1%,36%,43%,14%,7%,43%,47%,9%,1%,45%,35%,13%,7%,45%,42%,10%,3%,41%,42%,2%,1%,14%,40%,44%,9%,3%,4%,18%,49%,26%,7%,18%,53%,25%,5%,19%,55%,21%,5%,28%,62%,6%,3%,28%,43%,21%,8%,24%,53%,16%,6%,74%,23%,2%,1%,78%,18%,38%,16%,79%,44%,12%,54%,38%,58%,10%,16%,4%,16%,13%,19%,6%,30%,37%,16%,13%,7%,34%,34%,48%,39%,44%,38%,18%,18%,19%,22%,24%,67%,28%,3%,1%,20%,73%,5%,2%,41%,45%,10%,4%,51%,35%,7%,7%,72%,20%,5%,3%
14K923,Automotive High School Yabc,YABC,68%,57%,42%,0%,1%,50%,46%,4%,0%,39%,57%,4%,0%,45%,48%,7%,0%,44%,52%,4%,0%,25%,55%,16%,3%,55%,43%,2%,0%,46%,43%,9%,2%,29%,62%,8%,1%,44%,51%,5%,0%,36%,56%,6%,2%,40%,46%,11%,3%,50%,50%,0%,0%,42%,54%,4%,0%,65%,34%,1%,0%,65%,35%,0%,0%,49%,48%,3%,0%,53%,44%,2%,1%,53%,44%,2%,1%,45%,49%,5%,2%,52%,47%,2%,0%,49%,43%,7%,2%,44%,49%,6%,1%,28%,44%,2%,2%,25%,38%,50%,4%,2%,6%,31%,62%,6%,2%,34%,59%,6%,2%,31%,60%,8%,2%,28%,65%,5%,2%,40%,53%,5%,1%,39%,47%,11%,3%,45%,41%,12%,2%,20%,3%,12%,31%,41%,38%,14%,18%,13%,14%,11%,17%,41%,47%,37%,27%,19%,18%,11%,8%,12%,11%,45%,10%,17%,20%,20%,36%,37%,42%,33%,26%,19%,85%,11%,1%,3%,78%,20%,0%,2%,84%,11%,2%,2%,89%,8%,2%,2%,81%,13%,2%,3%
15K001,P.S. 001 The Bergen,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K010,"Magnet School of Math, Science and Design Technology",ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K015,P.S. 015 Patrick F. Daly,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K024,P.S. 024,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K029,P.S. 029 John M. Harrigan,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K032,P.S. 032 Samuels Mills Sprole,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K038,P.S. 038 The Pacific,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K039,P.S. 039 Henry Bristow,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K051,M.S. 51 William Alexander,MS,97%,66%,33%,1%,0%,45%,50%,6%,0%,30%,57%,13%,1%,45%,47%,7%,1%,44%,46%,9%,1%,18%,52%,22%,7%,64%,32%,3%,1%,38%,41%,18%,3%,33%,56%,9%,2%,48%,47%,4%,1%,31%,53%,13%,3%,N/A,N/A,N/A,N/A,72%,25%,2%,0%,55%,42%,3%,0%,67%,30%,3%,0%,73%,25%,2%,0%,46%,46%,6%,2%,63%,33%,3%,1%,44%,45%,9%,2%,41%,46%,10%,3%,58%,36%,6%,1%,44%,41%,11%,4%,39%,47%,11%,3%,52%,27%,2%,1%,18%,34%,44%,12%,3%,6%,19%,58%,19%,4%,26%,59%,12%,3%,32%,52%,12%,3%,22%,54%,19%,4%,38%,47%,13%,2%,38%,47%,12%,2%,25%,40%,29%,5%,27%,19%,30%,20%,70%,33%,47%,49%,40%,46%,8%,10%,21%,23%,18%,19%,4%,37%,23%,16%,27%,15%,22%,29%,33%,26%,33%,51%,36%,36%,28%,26%,14%,72%,23%,3%,2%,37%,55%,6%,2%,40%,50%,7%,3%,58%,33%,5%,3%,83%,12%,3%,2%
15K058,P.S. 058 The Carroll,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K088,J.H.S. 088 Peter Rouget,MS,91%,63%,34%,2%,1%,48%,47%,4%,1%,42%,50%,7%,1%,52%,39%,8%,1%,51%,41%,6%,2%,21%,48%,22%,9%,62%,33%,4%,1%,36%,42%,18%,3%,30%,55%,11%,4%,54%,39%,5%,1%,40%,44%,14%,2%,N/A,N/A,N/A,N/A,76%,21%,2%,1%,50%,44%,6%,1%,66%,32%,2%,1%,72%,25%,2%,1%,39%,48%,10%,3%,53%,40%,5%,2%,39%,41%,15%,5%,36%,45%,13%,5%,58%,34%,6%,3%,57%,30%,8%,5%,45%,42%,10%,4%,39%,32%,5%,2%,23%,35%,36%,13%,7%,10%,16%,42%,30%,13%,18%,47%,24%,11%,27%,43%,21%,8%,16%,42%,28%,14%,37%,45%,13%,5%,37%,43%,15%,5%,38%,35%,19%,7%,29%,5%,23%,4%,70%,8%,30%,28%,21%,25%,14%,10%,31%,40%,25%,32%,7%,48%,24%,7%,12%,5%,38%,31%,34%,29%,33%,31%,26%,30%,23%,25%,16%,78%,16%,3%,3%,16%,58%,13%,13%,27%,45%,16%,12%,40%,37%,11%,13%,73%,18%,5%,4%
15K094,P.S. 094 The Henry Longfellow,ES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
