dbn,locationname,NA,rr_p,p_q1a_1,p_q1a_2,p_q1a_3,p_q1a_4,p_q1b_1,p_q1b_2,p_q1b_3,p_q1b_4,p_q1c_1,p_q1c_2,p_q1c_3,p_q1c_4,p_q1d_1,p_q1d_2,p_q1d_3,p_q1d_4,p_q1e_1,p_q1e_2,p_q1e_3,p_q1e_4,p_q1f_1,p_q1f_2,p_q1f_3,p_q1f_4,p_q1g_1,p_q1g_2,p_q1g_3,p_q1g_4,p_q1h_1,p_q1h_2,p_q1h_3,p_q1h_4,p_q1i_1,p_q1i_2,p_q1i_3,p_q1i_4,p_q1j_1,p_q1j_2,p_q1j_3,p_q1j_4,p_q1k_1,p_q1k_2,p_q1k_3,p_q1k_4,p_q1l_1,p_q1l_2,p_q1l_3,p_q1l_4,p_q1m_1,p_q1m_2,p_q1m_3,p_q1m_4,p_q1n_1,p_q1n_2,p_q1n_3,p_q1n_4,p_q1o_1,p_q1o_2,p_q1o_3,p_q1o_4,p_q1p_1,p_q1p_2,p_q1p_3,p_q1p_4,p_q1q_1,p_q1q_2,p_q1q_3,p_q1q_4,p_q1r_1,p_q1r_2,p_q1r_3,p_q1r_4,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q2j_1,p_q2j_2,p_q2j_3,p_q2j_4,p_q2j_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q5a_1,p_q5a_2,p_q5a_3,p_q5a_4,p_q5b_1,p_q5b_2,p_q5b_3,p_q5b_4,p_q5c_1,p_q5c_2,p_q5c_3,p_q5c_4,p_q7a_1,p_q7b_1,p_q7c_1,p_q7d_1,p_q7e_1,p_q7f_1,p_q7g_1,p_q7h_1,p_q7i_1,p_q7j_1,p_q8_1,p_q8_2,p_q8_3,p_q8_4,p_q8_5,p_q8_6,p_q8_7,p_q8_8,p_q8_9,p_q8_10,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q10a_1,p_q10a_2,p_q10a_3,p_q10a_4,p_q10b_1,p_q10b_2,p_q10b_3,p_q10b_4,
14K318,I.S. 318 Eugenio Maria De Hostos,MS,25%,64%,35%,1%,0%,43%,49%,8%,1%,46%,48%,5%,0%,51%,46%,3%,1%,55%,38%,6%,1%,44%,48%,8%,0%,42%,52%,5%,1%,47%,48%,4%,1%,52%,44%,4%,0%,51%,44%,4%,0%,49%,47%,4%,0%,47%,47%,6%,0%,47%,46%,8%,0%,44%,48%,7%,1%,47%,48%,5%,0%,42%,49%,8%,1%,39%,48%,11%,1%,39%,52%,7%,2%,44%,50%,3%,0%,3%,42%,45%,6%,0%,7%,31%,39%,1%,0%,29%,35%,51%,6%,1%,7%,4%,13%,30%,33%,20%,4%,23%,24%,19%,31%,3%,9%,26%,28%,33%,4%,16%,28%,21%,31%,3%,12%,25%,23%,36%,3%,3%,25%,38%,31%,57%,40%,3%,1%,55%,41%,3%,0%,10%,23%,62%,5%,8%,16%,35%,42%,24%,32%,30%,14%,24%,34%,33%,9%,45%,50%,5%,1%,50%,46%,3%,0%,45%,48%,6%,1%,20%,77%,36%,60%,19%,14%,50%,61%,30%,31%,4%,9%,12%,11%,6%,3%,2%,27%,26%,1%,41%,54%,5%,0%,43%,54%,3%,0%,38%,59%,3%,0%
14K319,P.S. 319,ECC,100%,89%,11%,0%,0%,92%,8%,0%,0%,87%,13%,1%,0%,90%,10%,0%,0%,93%,7%,0%,0%,86%,14%,0%,0%,86%,14%,0%,0%,86%,14%,0%,0%,82%,17%,1%,0%,87%,13%,0%,0%,89%,11%,0%,0%,85%,15%,0%,0%,84%,16%,0%,0%,86%,14%,0%,0%,85%,15%,0%,0%,80%,19%,0%,1%,81%,17%,1%,1%,89%,11%,0%,0%,88%,12%,0%,0%,0%,83%,15%,0%,0%,1%,77%,17%,0%,0%,6%,81%,19%,0%,0%,0%,1%,1%,21%,74%,3%,0%,1%,23%,72%,5%,0%,1%,23%,74%,3%,0%,1%,24%,72%,3%,0%,1%,20%,76%,3%,0%,1%,19%,78%,2%,90%,9%,0%,1%,92%,8%,0%,1%,7%,28%,65%,0%,12%,24%,49%,15%,29%,36%,35%,1%,35%,33%,31%,1%,87%,13%,0%,0%,91%,9%,0%,0%,92%,8%,0%,0%,11%,38%,72%,97%,80%,41%,88%,89%,28%,18%,1%,0%,1%,2%,2%,1%,0%,80%,9%,4%,85%,15%,0%,0%,92%,8%,0%,0%,100%,0%,0%,0%
14K322,Foundations Academy,HS,17%,50%,45%,5%,0%,36%,50%,14%,0%,38%,57%,5%,0%,62%,33%,5%,0%,67%,33%,0%,0%,48%,48%,5%,0%,57%,43%,0%,0%,55%,45%,0%,0%,32%,59%,5%,5%,55%,45%,0%,0%,41%,59%,0%,0%,59%,41%,0%,0%,55%,41%,5%,0%,45%,50%,5%,0%,48%,43%,9%,0%,41%,45%,14%,0%,27%,64%,9%,0%,57%,43%,0%,0%,41%,59%,0%,0%,0%,33%,57%,0%,0%,10%,29%,52%,0%,0%,19%,43%,52%,5%,0%,0%,11%,11%,47%,21%,11%,10%,20%,40%,5%,25%,5%,19%,33%,10%,33%,9%,14%,32%,5%,41%,19%,0%,38%,5%,38%,10%,5%,33%,14%,38%,26%,57%,13%,4%,27%,64%,9%,0%,24%,43%,29%,5%,5%,33%,24%,38%,14%,33%,48%,5%,39%,35%,22%,4%,71%,24%,5%,0%,38%,57%,5%,0%,52%,48%,0%,0%,0%,39%,43%,48%,22%,22%,35%,74%,17%,35%,0%,0%,36%,14%,0%,21%,0%,7%,21%,0%,50%,50%,0%,0%,50%,50%,0%,0%,38%,50%,13%,0%
14K330,The Urban Assembly School for the Urban Environment,MS,21%,65%,35%,0%,0%,50%,44%,6%,0%,76%,24%,0%,0%,75%,13%,13%,0%,75%,19%,6%,0%,69%,19%,6%,6%,75%,19%,6%,0%,56%,38%,0%,6%,47%,41%,0%,12%,65%,29%,0%,6%,59%,35%,0%,6%,69%,25%,6%,0%,65%,24%,0%,12%,63%,31%,0%,6%,59%,29%,6%,6%,56%,31%,6%,6%,65%,24%,6%,6%,71%,24%,0%,6%,38%,38%,13%,6%,6%,67%,27%,7%,0%,0%,36%,36%,7%,0%,21%,59%,24%,12%,0%,6%,18%,0%,41%,29%,12%,19%,38%,19%,6%,19%,13%,13%,33%,13%,27%,12%,18%,24%,18%,29%,6%,13%,44%,19%,19%,0%,0%,38%,31%,31%,38%,56%,0%,6%,38%,44%,6%,13%,25%,19%,50%,6%,18%,12%,18%,53%,40%,13%,40%,7%,53%,27%,13%,7%,75%,25%,0%,0%,53%,40%,7%,0%,67%,27%,7%,0%,18%,29%,41%,59%,24%,24%,53%,71%,6%,35%,20%,0%,10%,0%,10%,10%,0%,20%,30%,0%,50%,17%,17%,17%,50%,33%,0%,17%,33%,33%,17%,17%
14K380,P.S. 380 John Wayne Elementary,ES,100%,75%,25%,0%,0%,72%,26%,1%,0%,74%,25%,1%,0%,77%,22%,1%,0%,76%,22%,1%,0%,68%,28%,3%,1%,69%,30%,1%,1%,72%,26%,1%,1%,65%,30%,4%,1%,74%,25%,1%,0%,74%,25%,1%,0%,71%,28%,1%,0%,69%,28%,2%,0%,71%,28%,1%,1%,73%,26%,1%,1%,63%,33%,3%,1%,62%,31%,5%,2%,77%,22%,0%,1%,80%,19%,0%,0%,0%,72%,26%,1%,0%,1%,62%,26%,0%,0%,11%,74%,22%,1%,0%,2%,5%,6%,22%,53%,14%,3%,3%,25%,51%,17%,3%,3%,21%,56%,18%,4%,4%,25%,50%,18%,3%,3%,24%,52%,18%,2%,1%,18%,62%,16%,86%,14%,0%,0%,82%,17%,1%,0%,18%,30%,49%,3%,20%,18%,32%,30%,51%,30%,17%,2%,48%,35%,16%,2%,71%,27%,1%,0%,75%,24%,1%,0%,77%,22%,1%,0%,10%,37%,40%,79%,24%,28%,57%,70%,11%,22%,3%,1%,10%,18%,15%,2%,3%,35%,13%,1%,70%,30%,0%,0%,71%,29%,0%,0%,67%,32%,1%,0%
14K414,Brooklyn Arbor Elementary School,ECC,76%,75%,24%,1%,0%,70%,27%,2%,0%,68%,30%,2%,0%,77%,23%,1%,0%,75%,25%,0%,0%,68%,30%,2%,0%,71%,25%,4%,0%,75%,24%,1%,0%,68%,29%,2%,0%,73%,24%,3%,0%,68%,27%,5%,0%,68%,30%,2%,0%,68%,29%,3%,0%,69%,27%,4%,0%,72%,25%,3%,0%,64%,31%,5%,0%,66%,28%,4%,2%,75%,24%,2%,0%,69%,31%,0%,0%,0%,69%,27%,0%,0%,4%,45%,28%,2%,0%,26%,66%,26%,2%,2%,5%,8%,6%,18%,58%,10%,4%,7%,16%,50%,23%,5%,5%,12%,60%,18%,8%,8%,18%,48%,18%,7%,5%,18%,53%,18%,4%,4%,12%,67%,13%,81%,17%,2%,0%,82%,15%,2%,0%,11%,35%,52%,2%,15%,26%,40%,20%,48%,29%,23%,1%,43%,34%,19%,4%,67%,31%,2%,0%,69%,27%,5%,0%,76%,23%,2%,0%,5%,77%,26%,67%,30%,24%,59%,54%,15%,30%,3%,4%,18%,17%,14%,5%,1%,24%,11%,3%,63%,32%,5%,0%,68%,26%,5%,0%,63%,32%,5%,0%
14K449,"Brooklyn Latin School, The",HS,24%,62%,38%,0%,1%,45%,48%,6%,1%,57%,36%,8%,0%,66%,33%,1%,1%,65%,30%,4%,1%,56%,39%,4%,1%,54%,42%,3%,1%,61%,35%,3%,0%,41%,42%,14%,3%,69%,29%,1%,1%,61%,34%,4%,1%,61%,34%,4%,1%,60%,37%,3%,0%,56%,42%,2%,1%,65%,32%,3%,0%,59%,38%,3%,0%,50%,42%,8%,1%,50%,47%,3%,1%,53%,40%,2%,1%,4%,50%,40%,3%,0%,7%,19%,29%,1%,1%,50%,46%,41%,2%,4%,7%,4%,5%,25%,50%,17%,3%,4%,27%,44%,21%,3%,3%,21%,50%,23%,2%,3%,26%,44%,24%,2%,3%,26%,48%,21%,4%,6%,23%,40%,26%,61%,37%,2%,1%,62%,36%,3%,0%,7%,24%,49%,20%,15%,14%,25%,47%,41%,25%,24%,10%,27%,27%,30%,16%,54%,44%,1%,1%,61%,36%,2%,1%,60%,37%,2%,1%,12%,87%,56%,49%,31%,16%,45%,71%,29%,24%,4%,7%,13%,18%,28%,1%,3%,16%,11%,0%,0%,0%,100%,0%,0%,0%,100%,0%,0%,0%,100%,0%
14K454,Green School: An Academy for Environmental Careers,HS,28%,48%,48%,1%,2%,35%,55%,7%,2%,33%,60%,5%,2%,54%,43%,2%,0%,52%,43%,5%,0%,46%,52%,1%,0%,40%,56%,4%,0%,49%,44%,6%,0%,46%,49%,4%,1%,49%,47%,2%,1%,43%,54%,2%,1%,51%,45%,4%,1%,44%,51%,6%,0%,46%,48%,5%,1%,51%,46%,2%,0%,45%,46%,5%,4%,49%,44%,5%,1%,48%,47%,4%,1%,41%,46%,7%,2%,4%,43%,51%,2%,1%,2%,30%,40%,1%,4%,25%,40%,43%,7%,2%,7%,16%,18%,33%,21%,12%,18%,24%,18%,12%,28%,14%,17%,26%,12%,31%,16%,14%,24%,13%,33%,14%,16%,24%,12%,34%,9%,11%,28%,16%,36%,42%,49%,10%,0%,43%,51%,5%,1%,19%,26%,51%,4%,13%,18%,34%,36%,26%,30%,26%,19%,28%,38%,32%,2%,45%,50%,5%,0%,42%,52%,6%,0%,39%,57%,2%,2%,10%,57%,60%,28%,15%,11%,38%,75%,14%,32%,7%,7%,27%,14%,4%,5%,5%,9%,20%,2%,27%,73%,0%,0%,50%,50%,0%,0%,50%,50%,0%,0%
14K474,PROGRESS High School for Professional Careers,HS,33%,57%,39%,2%,2%,54%,37%,7%,2%,53%,41%,5%,1%,61%,37%,1%,1%,61%,38%,1%,1%,57%,40%,2%,1%,54%,42%,3%,1%,54%,42%,2%,2%,53%,42%,3%,2%,52%,44%,3%,1%,52%,44%,3%,1%,53%,42%,4%,1%,53%,42%,4%,1%,51%,43%,4%,1%,53%,43%,2%,1%,53%,43%,3%,1%,50%,46%,3%,1%,50%,46%,2%,2%,46%,46%,2%,2%,5%,48%,43%,4%,1%,4%,45%,46%,1%,1%,8%,46%,42%,2%,1%,8%,6%,13%,20%,50%,11%,7%,15%,15%,46%,16%,6%,13%,17%,47%,18%,6%,11%,17%,48%,18%,5%,8%,19%,49%,19%,3%,7%,20%,49%,21%,40%,54%,3%,3%,41%,54%,3%,2%,31%,26%,33%,10%,28%,23%,23%,26%,41%,23%,18%,18%,38%,27%,23%,12%,40%,57%,2%,2%,39%,56%,4%,1%,37%,59%,3%,1%,10%,25%,46%,22%,14%,25%,35%,58%,9%,14%,13%,12%,14%,12%,1%,5%,10%,12%,20%,1%,52%,33%,10%,5%,45%,36%,14%,5%,50%,32%,14%,5%
14K477,School for Legal Studies,HS,21%,40%,52%,6%,1%,31%,57%,10%,2%,32%,61%,7%,0%,40%,57%,3%,0%,36%,60%,4%,1%,30%,63%,7%,0%,28%,65%,7%,0%,28%,69%,3%,0%,35%,57%,7%,1%,39%,57%,3%,1%,34%,61%,5%,1%,36%,61%,3%,0%,36%,58%,7%,0%,29%,66%,5%,0%,35%,60%,3%,1%,33%,60%,6%,1%,31%,62%,6%,1%,38%,59%,3%,0%,28%,56%,8%,2%,6%,26%,60%,9%,0%,6%,25%,50%,4%,1%,20%,34%,54%,6%,0%,6%,7%,21%,41%,19%,12%,14%,30%,27%,11%,18%,11%,26%,29%,6%,27%,9%,24%,31%,11%,25%,10%,23%,31%,13%,23%,10%,10%,30%,21%,29%,28%,57%,13%,2%,28%,63%,7%,2%,10%,30%,53%,7%,7%,19%,28%,46%,20%,30%,39%,11%,23%,27%,39%,12%,22%,67%,8%,2%,24%,68%,7%,1%,24%,71%,4%,1%,15%,45%,63%,30%,13%,14%,38%,79%,31%,25%,10%,25%,12%,7%,4%,11%,6%,15%,11%,0%,40%,50%,10%,0%,33%,44%,0%,22%,25%,63%,0%,13%
14K478,"The High School for Enterprise, Business and Technology",HS,14%,45%,52%,3%,0%,38%,53%,8%,1%,37%,48%,14%,1%,51%,48%,2%,0%,50%,48%,2%,1%,40%,56%,5%,0%,34%,63%,3%,0%,43%,53%,4%,0%,38%,58%,5%,0%,44%,51%,5%,0%,45%,51%,4%,0%,43%,52%,4%,0%,41%,53%,6%,0%,38%,59%,3%,0%,48%,48%,3%,0%,39%,56%,4%,1%,41%,55%,4%,0%,46%,48%,6%,0%,39%,50%,6%,0%,6%,37%,52%,5%,0%,6%,28%,46%,0%,2%,24%,37%,43%,9%,1%,9%,7%,12%,35%,23%,22%,8%,18%,27%,15%,33%,8%,8%,23%,16%,45%,11%,10%,25%,17%,37%,8%,11%,25%,19%,36%,7%,5%,21%,24%,43%,43%,54%,1%,2%,38%,58%,3%,1%,20%,30%,44%,7%,15%,17%,27%,41%,21%,30%,33%,15%,23%,37%,30%,11%,32%,67%,1%,0%,39%,57%,3%,0%,42%,56%,3%,0%,6%,62%,60%,35%,28%,10%,42%,75%,17%,30%,9%,8%,13%,13%,1%,9%,9%,15%,23%,0%,15%,77%,0%,8%,15%,77%,0%,8%,17%,58%,17%,8%
14K488,Brooklyn Preparatory High School,HS,27%,47%,48%,4%,0%,33%,56%,11%,1%,33%,54%,11%,3%,45%,53%,3%,0%,41%,54%,4%,0%,33%,60%,7%,0%,34%,61%,5%,0%,42%,54%,4%,0%,35%,57%,8%,0%,40%,58%,3%,0%,36%,60%,4%,0%,40%,56%,4%,0%,37%,58%,5%,0%,40%,56%,4%,0%,40%,58%,3%,0%,39%,59%,3%,0%,36%,55%,9%,0%,39%,58%,3%,0%,37%,57%,4%,0%,3%,32%,59%,3%,0%,6%,26%,49%,3%,0%,22%,31%,49%,12%,3%,6%,9%,16%,33%,23%,19%,9%,27%,28%,13%,23%,9%,11%,32%,11%,38%,7%,10%,36%,11%,35%,5%,8%,38%,13%,37%,8%,9%,33%,18%,33%,35%,58%,5%,2%,40%,54%,5%,1%,13%,21%,64%,3%,15%,9%,34%,42%,28%,30%,24%,17%,27%,31%,36%,6%,39%,53%,7%,1%,39%,58%,2%,1%,34%,65%,1%,0%,13%,52%,56%,41%,22%,10%,44%,80%,9%,42%,3%,8%,21%,9%,6%,8%,5%,13%,28%,0%,30%,60%,10%,0%,30%,65%,5%,0%,26%,58%,16%,0%
14K558,Williamsburg High School for Architecture and Design,HS,58%,62%,36%,2%,1%,44%,51%,4%,1%,47%,47%,4%,1%,57%,41%,1%,0%,64%,35%,1%,0%,54%,43%,3%,0%,46%,50%,3%,1%,51%,47%,2%,0%,53%,39%,7%,2%,56%,41%,3%,0%,52%,45%,3%,0%,56%,41%,3%,0%,56%,41%,3%,0%,49%,47%,3%,0%,56%,41%,3%,0%,53%,43%,3%,0%,50%,46%,4%,1%,47%,49%,2%,1%,52%,43%,1%,0%,3%,50%,43%,2%,0%,5%,45%,28%,1%,0%,25%,47%,39%,6%,2%,6%,2%,7%,25%,53%,13%,3%,11%,20%,44%,22%,2%,7%,20%,47%,24%,3%,8%,21%,46%,22%,3%,4%,24%,47%,21%,2%,7%,20%,46%,27%,54%,44%,2%,1%,57%,41%,1%,1%,9%,23%,58%,9%,8%,19%,27%,46%,21%,30%,36%,13%,24%,35%,36%,5%,51%,47%,2%,0%,54%,44%,2%,0%,49%,48%,2%,0%,10%,59%,65%,38%,15%,16%,39%,73%,33%,36%,5%,4%,18%,11%,8%,4%,2%,24%,23%,1%,44%,56%,0%,0%,43%,57%,0%,0%,45%,50%,5%,0%
14K561,Williamsburg Preparatory School,HS,32%,66%,33%,1%,0%,52%,45%,3%,0%,50%,47%,4%,0%,63%,36%,1%,1%,66%,33%,1%,0%,57%,41%,3%,0%,57%,42%,1%,0%,61%,37%,2%,0%,57%,38%,4%,1%,65%,33%,2%,0%,63%,34%,3%,0%,67%,30%,3%,1%,64%,36%,1%,0%,62%,37%,1%,0%,68%,31%,2%,0%,65%,33%,2%,0%,56%,40%,3%,1%,53%,45%,1%,1%,48%,49%,1%,0%,2%,52%,44%,1%,0%,2%,32%,41%,1%,0%,27%,47%,43%,4%,1%,5%,8%,12%,31%,35%,14%,4%,15%,32%,23%,26%,4%,12%,27%,27%,29%,4%,12%,27%,27%,30%,5%,6%,29%,29%,32%,4%,6%,32%,33%,25%,54%,44%,2%,0%,57%,42%,2%,0%,11%,28%,57%,5%,8%,22%,25%,44%,13%,30%,38%,19%,37%,35%,23%,4%,56%,42%,2%,0%,58%,41%,1%,0%,59%,40%,1%,0%,13%,76%,53%,37%,18%,14%,40%,75%,18%,32%,7%,6%,12%,10%,11%,8%,2%,27%,17%,1%,54%,46%,0%,0%,46%,54%,0%,0%,48%,52%,0%,0%
14K577,Conselyea Preparatory School,MS,88%,58%,41%,1%,0%,41%,54%,4%,0%,51%,45%,4%,0%,55%,43%,2%,0%,57%,40%,2%,1%,42%,51%,6%,1%,43%,53%,3%,1%,51%,45%,4%,0%,45%,49%,6%,1%,52%,45%,2%,0%,49%,48%,3%,0%,52%,43%,4%,0%,48%,46%,5%,0%,46%,49%,4%,0%,53%,43%,3%,0%,46%,48%,5%,1%,41%,49%,9%,1%,40%,53%,7%,1%,54%,43%,2%,0%,1%,51%,40%,5%,1%,3%,35%,34%,5%,1%,24%,41%,45%,10%,2%,2%,6%,12%,30%,42%,11%,5%,17%,35%,26%,16%,4%,7%,32%,39%,17%,6%,16%,33%,28%,18%,6%,12%,28%,33%,20%,2%,5%,27%,52%,14%,63%,35%,2%,1%,62%,37%,1%,0%,15%,36%,46%,3%,17%,20%,33%,29%,29%,30%,32%,9%,33%,32%,31%,4%,47%,51%,2%,0%,52%,46%,2%,0%,45%,51%,4%,0%,20%,71%,31%,58%,26%,19%,55%,72%,32%,35%,2%,6%,10%,13%,9%,1%,3%,30%,22%,4%,52%,48%,0%,0%,53%,47%,0%,0%,44%,52%,4%,0%
14K582,M.S. 582,MS,39%,44%,51%,4%,1%,34%,59%,7%,1%,30%,62%,7%,1%,47%,49%,4%,0%,49%,48%,3%,0%,38%,50%,10%,2%,32%,59%,7%,2%,32%,59%,9%,0%,32%,53%,15%,0%,40%,53%,7%,0%,36%,58%,5%,1%,38%,54%,8%,0%,38%,54%,8%,0%,35%,57%,8%,0%,43%,50%,6%,2%,37%,53%,9%,1%,37%,51%,11%,1%,38%,57%,4%,1%,37%,54%,6%,1%,2%,33%,52%,7%,2%,6%,25%,50%,1%,2%,22%,28%,52%,8%,4%,7%,13%,20%,26%,22%,20%,11%,32%,21%,14%,21%,8%,20%,27%,21%,23%,9%,28%,24%,17%,21%,7%,24%,25%,18%,25%,5%,16%,27%,25%,26%,36%,57%,6%,2%,36%,56%,7%,1%,15%,37%,44%,4%,13%,16%,26%,45%,16%,33%,32%,19%,25%,34%,26%,14%,41%,52%,6%,1%,40%,53%,6%,1%,40%,52%,7%,1%,12%,39%,41%,56%,18%,13%,44%,72%,9%,21%,12%,15%,15%,15%,8%,2%,5%,7%,22%,0%,53%,37%,7%,3%,48%,41%,7%,3%,43%,46%,7%,4%
14K586,Lyons Community School,MS/HS,26%,54%,44%,1%,1%,40%,48%,8%,3%,44%,44%,11%,1%,54%,43%,2%,2%,56%,39%,3%,2%,42%,51%,6%,2%,41%,51%,7%,1%,40%,54%,6%,1%,38%,46%,14%,2%,48%,47%,5%,1%,48%,48%,3%,2%,46%,49%,3%,2%,51%,45%,2%,2%,44%,50%,4%,2%,50%,43%,5%,2%,42%,49%,7%,2%,41%,44%,14%,2%,39%,46%,10%,5%,35%,48%,9%,3%,6%,41%,49%,6%,2%,3%,26%,42%,2%,1%,29%,42%,42%,7%,2%,6%,11%,12%,28%,28%,22%,14%,30%,20%,10%,27%,11%,19%,22%,11%,37%,11%,28%,21%,12%,28%,9%,18%,26%,17%,31%,4%,9%,31%,22%,35%,42%,50%,6%,2%,48%,43%,7%,2%,10%,28%,55%,7%,7%,10%,36%,47%,18%,20%,41%,21%,33%,30%,33%,5%,46%,50%,2%,2%,47%,48%,3%,2%,48%,44%,6%,2%,9%,44%,54%,47%,17%,18%,47%,84%,16%,38%,3%,8%,17%,11%,12%,7%,3%,12%,27%,0%,48%,48%,5%,0%,50%,40%,10%,0%,42%,47%,11%,0%
14K610,Automotive High School,HS,9%,49%,45%,4%,2%,32%,49%,19%,0%,47%,47%,6%,0%,52%,48%,0%,0%,52%,46%,2%,0%,40%,51%,4%,4%,36%,62%,2%,0%,33%,59%,7%,2%,39%,54%,7%,0%,46%,52%,2%,0%,40%,53%,7%,0%,47%,49%,4%,0%,47%,47%,2%,4%,37%,53%,7%,2%,41%,52%,7%,0%,41%,50%,7%,2%,43%,45%,11%,0%,43%,55%,2%,0%,30%,52%,4%,0%,13%,27%,67%,0%,0%,7%,20%,44%,4%,0%,31%,23%,58%,5%,0%,14%,2%,19%,30%,23%,26%,7%,31%,11%,13%,38%,5%,16%,23%,11%,45%,4%,33%,17%,9%,37%,2%,20%,20%,11%,45%,4%,11%,22%,20%,43%,24%,59%,11%,7%,24%,67%,2%,7%,17%,30%,46%,7%,11%,20%,36%,33%,19%,40%,33%,9%,40%,33%,24%,2%,34%,62%,0%,4%,27%,64%,9%,0%,28%,65%,4%,2%,9%,28%,77%,38%,13%,15%,38%,79%,6%,26%,3%,3%,30%,12%,3%,6%,9%,18%,12%,3%,40%,53%,0%,7%,29%,64%,0%,7%,33%,53%,7%,7%
14K614,Young Women's Leadership School of Brooklyn,MS/HS,73%,69%,29%,1%,0%,59%,37%,4%,0%,60%,38%,2%,1%,73%,27%,0%,0%,72%,27%,1%,0%,63%,32%,4%,0%,58%,39%,3%,0%,63%,35%,1%,0%,60%,34%,5%,1%,70%,29%,1%,0%,65%,33%,2%,0%,68%,30%,2%,0%,68%,28%,4%,0%,66%,31%,4%,0%,65%,32%,2%,0%,65%,32%,3%,0%,61%,35%,3%,0%,60%,37%,2%,1%,45%,52%,0%,0%,2%,51%,40%,4%,0%,5%,36%,38%,0%,0%,25%,47%,36%,7%,2%,7%,7%,12%,30%,36%,16%,9%,22%,26%,20%,23%,6%,6%,34%,30%,23%,9%,13%,29%,23%,26%,7%,10%,29%,28%,27%,6%,3%,25%,35%,29%,60%,36%,3%,0%,61%,36%,3%,0%,16%,38%,40%,6%,20%,11%,31%,38%,45%,28%,20%,7%,46%,35%,15%,4%,60%,39%,2%,0%,56%,40%,4%,0%,49%,47%,4%,0%,15%,66%,34%,59%,25%,25%,49%,81%,11%,36%,6%,5%,17%,16%,25%,2%,2%,13%,11%,1%,72%,28%,0%,0%,72%,28%,0%,0%,68%,28%,4%,0%
14K632,Frances Perkins Academy,HS,32%,56%,38%,5%,0%,42%,42%,16%,0%,41%,49%,10%,0%,53%,47%,0%,0%,49%,51%,0%,0%,25%,63%,10%,3%,33%,62%,3%,3%,33%,67%,0%,0%,30%,60%,8%,3%,30%,65%,3%,3%,28%,67%,5%,0%,36%,64%,0%,0%,36%,62%,3%,0%,31%,62%,8%,0%,34%,63%,3%,0%,36%,62%,3%,0%,36%,61%,3%,0%,40%,57%,3%,0%,32%,56%,2%,0%,10%,38%,48%,5%,0%,10%,30%,45%,3%,0%,23%,30%,62%,3%,0%,5%,8%,17%,50%,6%,19%,18%,23%,44%,0%,15%,8%,13%,42%,3%,34%,8%,24%,42%,0%,26%,9%,17%,43%,3%,29%,8%,6%,44%,11%,31%,33%,57%,8%,3%,36%,62%,3%,0%,13%,28%,49%,10%,14%,19%,27%,41%,14%,33%,44%,8%,33%,40%,23%,5%,31%,59%,8%,3%,38%,56%,5%,0%,38%,59%,3%,0%,12%,29%,44%,29%,15%,5%,24%,76%,2%,20%,3%,0%,21%,31%,0%,3%,3%,3%,24%,10%,31%,54%,15%,0%,29%,57%,7%,7%,31%,62%,8%,0%
14K685,El Puente Academy for Peace and Justice,HS,33%,58%,42%,0%,0%,49%,46%,4%,0%,56%,40%,4%,0%,59%,40%,1%,0%,59%,40%,1%,0%,57%,41%,1%,1%,51%,46%,1%,1%,57%,41%,3%,0%,53%,35%,9%,3%,56%,44%,0%,0%,51%,41%,6%,1%,53%,41%,4%,1%,57%,41%,0%,3%,57%,39%,1%,3%,61%,39%,0%,0%,61%,36%,3%,0%,58%,39%,3%,0%,64%,34%,0%,1%,54%,40%,3%,0%,3%,58%,37%,3%,0%,1%,46%,31%,4%,0%,18%,59%,34%,4%,1%,1%,6%,8%,35%,40%,11%,6%,12%,32%,24%,26%,9%,3%,26%,33%,29%,9%,7%,28%,30%,25%,8%,5%,30%,30%,27%,7%,4%,16%,40%,31%,60%,37%,3%,0%,63%,34%,3%,0%,12%,34%,46%,7%,9%,23%,35%,32%,37%,24%,33%,6%,38%,24%,34%,4%,61%,39%,0%,0%,61%,36%,3%,0%,56%,44%,0%,0%,6%,47%,59%,44%,27%,27%,51%,91%,9%,23%,6%,0%,21%,19%,2%,13%,0%,13%,27%,0%,61%,39%,0%,0%,63%,37%,0%,0%,63%,32%,5%,0%
